Title=Heatflux
Variables = Time[s], Altitude[km], Heatflux[W/m2]
Zone T="Case"
  0.0000000000000000E+00  2.0000000000000000E+02  7.1000000000000004E-03
  5.0000000000000000E+03  2.0000000000000000E+02  5.0979999999999998E-02
  1.0000000000000000E+04  2.0000000000000000E+02  3.0318000000000001E-01
  1.5000000000000000E+04  2.0000000000000000E+02  1.4966100000000000E+00
  2.0000000000000000E+04  2.0000000000000000E+02  6.1457100000000002E+00
  2.5000000000000000E+04  2.0000000000000000E+02  2.1056860000000000E+01
  3.0000000000000000E+04  2.0000000000000000E+02  6.0434429999999999E+01
  3.5000000000000000E+04  2.0000000000000000E+02  1.4606092000000001E+02
  4.0000000000000000E+04  2.0000000000000000E+02  2.9938454000000002E+02
  4.5000000000000000E+04  2.0000000000000000E+02  5.2546732999999995E+02
  5.0000000000000000E+04  2.0000000000000000E+02  8.0000000000000000E+02
  5.5000000000000000E+04  2.0000000000000000E+02  1.0745326700000001E+03
  6.0000000000000000E+04  2.0000000000000000E+02  1.3006154600000000E+03
  6.5000000000000000E+04  2.0000000000000000E+02  1.4539390800000001E+03
  7.0000000000000000E+04  2.0000000000000000E+02  1.5395655700000000E+03
  7.5000000000000000E+04  2.0000000000000000E+02  1.5789431400000001E+03
  8.0000000000000000E+04  2.0000000000000000E+02  1.5938542900000000E+03
  8.5000000000000000E+04  2.0000000000000000E+02  1.5985033900000001E+03
  9.0000000000000000E+04  2.0000000000000000E+02  1.5996968199999999E+03
  9.5000000000000000E+04  2.0000000000000000E+02  1.5999490200000000E+03
  1.0000000000000000E+05  2.0000000000000000E+02  1.5999920000000000E+03
